X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,T
NA,0,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,1,1,1,NA,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,0,0,0,NA,1,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,0,0,1,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,1,1,1,NA,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,0,NA,NA,NA,NA,9,1,1,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,0,0,0,NA,1,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,1,1,0,NA,1,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,1,1,0,NA,1,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,1,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,1,1,0,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,9,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,1,NA,NA,NA,NA,0,0,0,NA,0,9,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,0,0,1,NA,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,0,0,0,NA,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,0,NA,NA,NA,NA,0,0,1,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,0,0,0,NA,0,9,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,0,NA,NA,NA,NA,1,9,0,NA,0,0,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,0,1,1,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,0,0,1,NA,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,0,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,0,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,0,0,0,NA,0,9,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,9,0,NA,NA,NA,NA,1,9,1,NA,0,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,0,0,1,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,0,0,1,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,1,1,1,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,1,9,1,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,0,0,1,NA,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,0,NA,NA,NA,NA,9,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,0,1,1,NA,1,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,0,0,1,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,0,0,1,NA,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,9,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,1,9,1,NA,1,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,0,0,0,NA,1,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,0,NA,NA,NA,NA,0,1,1,NA,1,1,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,0,1,NA,NA,NA,NA,0,1,0,NA,1,0,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
9,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,1,0,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,0,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,0,NA,NA,NA,NA,0,0,0,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,0,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,0,NA,NA,NA,NA,1,1,1,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,1,0,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,0,NA,NA,NA,NA,1,1,1,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,0,1,NA,NA,NA,NA,1,0,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,1,0,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,0,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,9,NA,NA,NA,NA,1,0,1,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,1,1,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,1,1,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,0,0,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,0,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,1,1,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,0,NA,NA,NA,NA,0,1,0,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,0,1,NA,NA,NA,NA,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,0,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
0,0,0,NA,NA,NA,NA,0,0,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,1,1,NA,NA,NA,NA,0,1,1,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,1,0,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,1,1,NA,NA,NA,NA,1,1,1,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
0,1,1,NA,NA,NA,NA,1,1,1,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
0,1,1,NA,NA,NA,NA,1,1,1,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
0,1,1,NA,NA,NA,NA,1,1,0,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,0,1,NA,NA,NA,NA,1,1,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,0,0,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,9,0,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,0,NA,NA,NA,NA,1,1,1,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,1,1,NA,NA,NA,NA,1,0,1,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
0,1,1,NA,NA,NA,NA,1,1,0,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,1,NA,NA,NA,NA,1,1,0,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,1,0,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
0,1,1,NA,NA,NA,NA,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,0,1,NA,NA,NA,NA,0,0,0,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,1,1,NA,NA,NA,NA,1,0,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,0,0,NA,NA,NA,NA,9,0,1,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,1,0,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,1,0,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,0,0,NA,NA,NA,NA,0,0,1,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
9,1,0,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
9,1,1,NA,NA,NA,NA,1,1,0,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,0,0,NA,NA,NA,NA,0,0,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,0,0,NA,NA,NA,NA,0,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
9,0,0,NA,NA,NA,NA,0,0,1,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,1,1,NA,NA,NA,NA,1,1,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,0,0,NA,NA,NA,NA,0,0,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,1,1,NA,NA,NA,NA,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
9,0,1,NA,NA,NA,NA,0,0,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,0,1,NA,NA,NA,NA,9,0,0,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,1,1,NA,NA,NA,NA,1,9,1,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
9,0,0,NA,NA,NA,NA,0,0,0,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,1,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,0,0,NA,NA,NA,NA,0,0,1,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
9,1,1,NA,NA,NA,NA,1,1,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,1,0,NA,NA,NA,NA,1,1,1,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
9,0,0,NA,NA,NA,NA,0,1,0,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,1,1,NA,NA,NA,NA,1,0,1,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,1,1,NA,NA,NA,NA,1,1,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,0,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,0,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,1,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,1,1,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,0,1,NA,NA,NA,NA,0,0,0,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,1,0,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,0,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
9,1,1,NA,NA,NA,NA,1,9,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,0,0,NA,NA,NA,NA,0,0,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,0,1,NA,NA,NA,NA,0,0,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,0,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,0,0,NA,NA,NA,NA,0,1,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,0,0,NA,NA,NA,NA,0,0,1,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,1,0,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
1,1,1,NA,NA,NA,NA,1,0,1,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,NA,NA,0,0,1,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
0,1,1,NA,NA,9,NA,1,1,0,9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
0,1,1,NA,NA,9,NA,1,1,0,9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1,1,1,NA,NA,9,NA,1,1,0,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1,0,0,NA,NA,1,NA,1,1,1,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1,0,1,NA,NA,9,NA,1,1,0,9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1,1,0,NA,NA,9,NA,1,1,1,9,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1,1,0,NA,NA,9,NA,1,1,1,9,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1,0,0,NA,NA,0,NA,0,0,0,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1,1,1,NA,NA,9,NA,1,1,0,9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1,1,1,NA,NA,0,NA,1,0,0,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
0,1,0,NA,NA,9,NA,1,0,0,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
0,1,1,NA,NA,1,NA,1,1,1,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1,0,0,NA,NA,0,NA,0,0,1,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
0,0,1,NA,NA,0,NA,0,0,0,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
0,1,1,NA,NA,1,NA,0,0,1,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1,0,0,NA,NA,1,NA,0,0,1,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
0,1,1,NA,NA,0,NA,0,0,1,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
