-9	0	1	-9	-9	-9	-9	2	3	4	-9	5	6	-9	-9	7	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	-9	-9	-9	-9	3	4	5	-9	6	7	-9	-9	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	-9	-9	-9	-9	3	4	5	-9	6	7	-9	-9	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	-9	-9	3	-9	4	5	6	7	8	9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	-9	-9	3	-9	4	5	6	7	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	3	-9	4	-9	5	6	7	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	3	-9	4	-9	5	6	7	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	3	-9	4	-9	5	6	7	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	3	-9	4	5	6	7	8	9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	3	-9	4	5	6	7	-9	-9	-9	-9	-9	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	3	-9	4	5	6	7	-9	-9	-9	-9	-9	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	3	-9	4	5	6	7	-9	-9	-9	-9	-9	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	3	-9	4	5	6	7	-9	-9	-9	-9	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	3	-9	4	5	6	7	-9	-9	-9	-9	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	3	4	5	6	7	-9	-9	-9	-9	-9	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	3	4	5	6	7	-9	-9	-9	-9	-9	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	3	4	5	6	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	7	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
0	1	2	3	4	5	6	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	7	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
-9	-9	0	1	2	3	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	5	6	7	8	-9	-9	-9	-9	-9	-9	-9	-9
-9	-9	0	1	2	3	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	5	6	7	8	-9	-9	-9	-9	-9	-9	-9	-9
-9	-9	0	1	2	3	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	5	6	7	8	-9	-9	-9	-9	-9	-9	-9	-9
-9	-9	0	1	2	3	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	5	6	7	8	-9	-9	-9	-9	-9	-9	-9	-9
-9	-9	-9	0	1	2	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	4	5	6	7	8	-9	-9	-9	-9	-9	-9	-9
-9	-9	-9	0	1	2	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	4	5	6	7	8	-9	-9	-9	-9	-9	-9	-9
-9	-9	-9	0	1	2	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	4	5	6	7	8	-9	-9	-9	-9	-9	-9	-9
-9	-9	-9	0	1	2	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	4	5	6	7	8	-9	-9	-9	-9	-9	-9	-9
-9	-9	-9	0	1	2	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	4	5	6	7	8	-9	-9	-9	-9	-9	-9	-9
-9	-9	-9	0	1	2	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	4	5	6	7	8	-9	-9	-9	-9	-9	-9	-9
-9	-9	-9	-9	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	4	5	6	7	8	-9	-9	-9	-9	-9	-9
-9	-9	-9	-9	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	4	5	6	7	8	-9	-9	-9	-9	-9	-9
-9	-9	-9	-9	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	4	5	6	7	8	-9	-9	-9	-9	-9	-9
-9	-9	-9	-9	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	4	5	6	7	8	-9	-9	-9	-9	-9	-9
-9	-9	-9	-9	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	4	5	6	7	8	-9	-9	-9	-9	-9	-9
-9	-9	-9	-9	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	4	5	6	7	8	-9	-9	-9	-9	-9
-9	-9	-9	-9	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	-9	4	5	6	7	8	-9	-9	-9	-9
-9	-9	-9	-9	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	-9	4	5	6	7	8	-9	-9	-9	-9
-9	-9	-9	-9	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	-9	4	5	6	7	8	-9	-9	-9	-9
-9	-9	-9	-9	0	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	3	4	5	6	7	8	-9	-9	-9
-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	2	3	4	5	6	7	8	-9	-9
-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	2	3	4	5	6	7	8	-9	-9
-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	1	2	3	4	5	6	7	8	-9
-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	1	2	3	4	5	6	7	8
-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	1	2	3	4	5	6	7	8
-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	1	2	3	4	5	6	7	8
-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	1	2	3	4	5	6	7	8
-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	1	2	3	4	5	6	7	8
-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	1	2	3	4	5	6	7	8
